"freq","word1","word2","word3","word4","word5"
"3","and","to","be","able","to"
"4","and","to","be","honest","i"
"2","and","to","keep","up","with"
"2","and","to","make","things","even"
"2","and","to","me","that","is"
"2","and","to","me","that","s"
"2","and","to","partake","in","a"
"2","and","to","the","twitter","feed"
"3","and","to","this","day","i"
"3","and","to","top","it","off"
"3","and","to","washington","dc","for"
"2","and","today","is","one","of"
"2","and","told","him","it","was"
"2","and","told","him","that","he"
"4","and","told","him","that","i"
"2","and","told","me","not","to"
"3","and","told","me","that","she"
"2","and","told","us","to","come"
"2","and","took","care","of","it"
"2","and","tried","to","focus","on"
"2","and","try","to","make","a"
"2","and","try","to","push","the"
"2","and","try","to","win","a"
"2","and","trying","to","get","a"
"2","and","trying","to","win","a"
"3","and","turn","it","into","a"
"4","and","turn","out","to","be"
"3","and","turned","the","ball","over"
"2","and","understanding","where","certain","religious"
"2","and","unk","a","sense","of"
"3","and","unk","and","unk","and"
"10","and","unk","as","well","as"
"2","and","unk","by","exam","every"
"2","and","unk","for","a","while"
"2","and","unk","from","the","international"
"2","and","unk","if","they","are"
"2","and","unk","in","the","unk"
"2","and","unk","is","there","a"
"2","and","unk","it","in","the"
"2","and","unk","kyle","unk","tonight"
"2","and","unk","leaves","the","work"
"2","and","unk","of","the","u"
"2","and","unk","of","the","unk"
"2","and","unk","on","the","other"
"3","and","unk","to","name","a"
"2","and","unk","unk","and","unk"
"2","and","unk","unk","in","jakarta"
"2","and","unk","unk","unk","unk"
"2","and","unk","unk","unk","which"
"2","and","unk","with","their","grass"
"2","and","unsure","of","how","to"
"3","and","use","it","as","a"
"2","and","use","the","money","to"
"3","and","use","the","promo","code"
"2","and","vice","president","of","the"
"2","and","walked","out","with","it"
"2","and","want","to","see","what"
"2","and","warn","my","people","that"
"2","and","was","even","able","to"
"2","and","was","lucky","enough","to"
"3","and","was","one","of","the"
"2","and","was","placed","on","the"
"2","and","was","pronounced","dead","a"
"2","and","was","pronounced","dead","at"
"2","and","was","taken","to","the"
"2","and","watch","a","movie","with"
"2","and","we'll","make","it","happen"
"2","and","we'll","show","you","how"
"2","and","we're","getting","ready","to"
"3","and","we're","going","to","be"
"2","and","we're","not","going","anywhere"
"2","and","we're","not","talking","about"
"4","and","we","all","know","that"
"2","and","we","are","going","to"
"3","and","we","are","having","a"
"2","and","we","are","ready","to"
"2","and","we","arrived","at","the"
"2","and","we","can't","wait","to"
"2","and","we","can","get","started"
"2","and","we","can","play","a"
"2","and","we","didn","t","have"
"2","and","we","don","t","have"
"2","and","we","had","a","good"
"2","and","we","had","a","very"
"4","and","we","have","a","lot"
"3","and","we","hope","to","see"
"6","and","we","look","forward","to"
"2","and","we","love","you","too"
"3","and","we","need","to","get"
"2","and","we","need","to","give"
"2","and","we","need","to","look"
"5","and","we","re","going","to"
"2","and","we","still","laugh","about"
"2","and","we","talked","for","a"
"2","and","we","want","to","encourage"
"2","and","we","want","you","to"
"3","and","we","wanted","to","do"
"4","and","we","were","going","to"
"2","and","we","were","ready","to"
"2","and","we","were","talking","about"
"2","and","we","will","be","in"
"3","and","we","will","continue","to"
"2","and","we","will","do","our"
"2","and","we","will","hook","you"
"2","and","we","will","never","stop"
"2","and","we","wonder","why","our"
"2","and","weighed","in","at","pounds"
"2","and","well","you","get","the"
"3","and","went","back","to","the"
"2","and","went","hunting","lenin","who"
"2","and","went","on","to","beat"
"2","and","went","on","to","play"
"2","and","what","are","you","going"
"2","and","what","do","we","need"
"2","and","what","do","you","do"
"2","and","what","is","best","for"
"2","and","what","it","takes","to"
"2","and","what","s","wrong","with"
"2","and","what","success","looks","like"
"3","and","what","they","can","do"
"2","and","what","they","have","to"
"2","and","what","you","get","is"
"3","and","what","you","have","to"
"2","and","when","i","got","home"
"2","and","when","i","got","up"
"2","and","when","i","looked","around"
"2","and","when","i","say","i"
"2","and","when","i","tried","to"
"2","and","when","i","was","young"
"7","and","when","it","comes","to"
"2","and","when","to","back","off"
"2","and","when","to","walk","away"
"2","and","when","what","they","did"
"2","and","where","are","we","going"
"2","and","where","they","came","from"
"2","and","whether","it","was","something"
"2","and","whether","or","not","they"
"2","and","which","in","many","instances"
"2","and","while","i","can","t"
"2","and","while","i","don","t"
"2","and","while","it","is","a"
"2","and","while","you're","at","it"
"2","and","who","i","want","to"
"3","and","who","knows","what","else"
"2","and","whoever","i","be","with"
"2","and","will","be","back","soon"
"2","and","will","be","ready","to"
"2","and","will","be","released","at"
"5","and","will","continue","to","be"
"3","and","will","continue","to","do"
"2","and","will","continue","to","face"
"2","and","will","go","on","sale"
"2","and","will","never","forget","you"
"2","and","will","only","get","better"
"2","and","will","play","for","the"
"3","and","with","all","your","soul"
"2","and","with","all","your","strength"
"3","and","with","the","help","of"
"2","and","with","the","support","of"
"3","and","without","it","nothing","great"
"2","and","women","are","limited","not"
"2","and","women","in","more","than"
"2","and","women","who","have","been"
"2","and","won't","let","them","interact"
"2","and","work","hard","at","it"
"2","and","would","like","to","know"
"3","and","would","like","to","see"
"2","and","would","love","to","see"
"3","and","wouldn't","you","know","it"
"2","and","wouldn","t","you","know"
"2","and","wound","up","with","a"
"2","and","yes","today","there","are"
"2","and","yet","i","can","t"
"2","and","you'll","never","have","to"
"2","and","you'll","see","what","i"
"2","and","you'll","smile","for","no"
"2","and","you're","entered","to","win"
"2","and","you're","just","sitting","there"
"2","and","you","actually","don't","give"
"2","and","you","are","the","best"
"2","and","you","can't","go","wrong"
"2","and","you","can't","help","but"
"2","and","you","can","add","to"
"2","and","you","can","do","it"
"2","and","you","can","see","that"
"2","and","you","can","t","help"
"2","and","you","can","t","sit"
"2","and","you","can","watch","the"
"2","and","you","do","not","have"
"3","and","you","don't","have","to"
"2","and","you","don","t","really"
"3","and","you","don","t","want"
"2","and","you","have","the","makings"
"2","and","you","know","this","man"
"2","and","you","know","what","it"
"2","and","you","know","what","my"
"4","and","you","know","what","that"
"2","and","you","know","who","you"
"3","and","you","ll","have","to"
"2","and","you","may","find","yourself"
"2","and","you","re","looking","at"
"2","and","you","re","supposed","to"
"2","and","you","should","be","able"
"2","and","you","shouldn","t","ride"
"4","and","you","ve","got","a"
"2","and","you","want","to","give"
"2","and","you","want","to","smile"
"3","and","you","will","never","have"
"2","and","you","will","receive","the"
"2","and","you","will","see","the"
"2","and","your","children","s","children"
"2","and","your","music","stay","on"
"2","and","your","ways","which","are"
"2","anderson","cancer","center","in","houston"
"2","andrea","sneiderman","to","know","he"
"2","andrea","whitaker","one","of","dimora's"
"3","andrew","luck","and","robert","griffin"
"2","android","market","this","game","is"
"2","andy","mcdonald","and","matt","d'agostini"
"2","angeles","county","department","of","children"
"3","angry","don't","tweet","when","you're"
"2","anguish","of","loneliness","dag","hammarskjold"
"2","ann","arbor","as","he","pretended"
"2","ann","bain's","husband","gary","bain"
"3","anniversary","of","bin","laden's","death"
"2","anniversary","of","our","first","date"
"2","anniversary","of","the","beginning","of"
"2","anniversary","of","the","civil","war"
"3","anniversary","of","the","death","of"
"2","anniversary","of","the","founding","of"
"2","anniversary","of","the","sept","attacks"
"2","announce","accessibility","camp","dc","on"
"2","announced","in","february","that","it"
"2","announced","jack","martin","as","the"
"2","announced","last","month","that","the"
"2","annual","california","day","of","the"
"2","annual","conference","and","international","seminar"
"2","annual","convention","american","culture","association"
"5","annual","convention","american","political","science"
"2","annual","dr","martin","luther","king"
"2","annual","putnam","county","spelling","bee"
"2","annual","rate","of","just","percent"
"3","annual","rate","of","million","units"
"3","annual","state","of","the","city"
"2","annual","white","house","correspondents","association"
"3","anonymity","because","he","was","not"
"2","anonymity","because","of","the","sensitivity"
"2","anonymity","because","the","meeting","was"
"2","anonymity","because","they","are","not"
"5","anonymity","because","they","were","not"
"2","anonymity","for","fear","of","reprisals"
"2","anonymity","to","discuss","internal","white"
"2","another","character","who","deserves","a"
"2","another","day","at","the","office"
"4","another","favorite","the","runelords","vote"
"2","another","in","a","series","of"
"2","another","kid","who","attacked","the"
"2","another","one","even","if","it"
"2","another","over","the","surface","of"
"3","another","part","of","the","country"
"2","another","part","of","the","world"
"2","another","peanut","butter","and","jelly"
"2","another","person","is","essential","to"
"2","another","poem","story","or","review"
"2","another","thing","to","add","to"
"2","another","tough","shooting","night","to"
"2","another","year","at","which","point"
"2","answer","any","questions","you","have"
"2","answer","the","question","by","saying"
"2","answer","to","that","he","said"
"2","answer","to","the","question","of"
"2","answer","to","the","question","why"
"2","answered","the","door","at","the"
"2","answers","to","many","of","the"
"2","answers","you","can","tell","whether"
"2","anterior","cruciate","ligament","in","his"
"2","anti","nutrition","intake","and","avoid"
"2","anxiously","waiting","to","see","if"
"2","any","chance","of","winning","the"
"2","any","circumstances","take","a","sleeping"
"2","any","cloud","service","not","just"
"2","any","day","of","the","week"
"2","any","diesel","engine","open","hrs"
"2","any","entries","that","do","not"
"2","any","fool","can","criticize","condemn"
"2","any","further","i","need","to"
"2","any","given","set","of","circumstances"
"2","any","idea","of","how","to"
"2","any","idea","when","you'll","be"
"2","any","impact","on","this","homestand"
"2","any","mattress","or","furniture","needs"
"2","any","means","but","i","have"
"2","any","money","into","a","bounty"
"2","any","of","my","new","york"
"2","any","of","the","fish","portions"
"2","any","of","the","other","characters"
"2","any","of","the","other","places"
"2","any","of","them","to","be"
"3","any","of","you","are","interested"
"2","any","other","country","in","the"
"2","any","player","and","never","enticed"
"2","any","questions","let","me","know"
"2","any","recipe","that","calls","for"
"2","any","rundown","neighborhood","bar","from"
"2","any","sense","of","the","word"
"2","any","suggestions","on","places","to"
"2","any","teammate","to","intentionally","hurt"
"3","any","time","of","the","day"
"2","any","time","of","the","year"
"2","any","time","you","have","a"
"2","any","tips","on","how","to"
"2","anybody","know","where","i","can"
"2","anymore","but","it's","still","loose"
"2","anyone","could","do","it","really"
"2","anyone","else","had","an","issue"
"2","anyone","else","sick","of","the"
"3","anyone","ever","told","you","that"
"2","anyone","had","doubts","about","his"
"2","anyone","have","a","good","recipe"
"2","anyone","have","any","fun","weekend"
"2","anyone","know","of","a","good"
"5","anyone","know","where","i","can"
"2","anyone","recommend","a","good","book"
"2","anyone","signed","up","for","the"
"2","anyone","tell","me","what","the"
"2","anyone","tell","you","that","you"
"2","anyone","want","to","help","me"
"2","anyone","who","has","information","to"
"2","anyone","who","has","read","this"
"2","anyone","who","knows","me","knows"
"2","anyone","who","walks","through","the"
"2","anyone","who","wants","to","contribute"
"2","anyone","who","wants","to","have"
"2","anyone","with","an","interest","in"
"8","anyone","with","information","about","the"
"4","anyone","with","information","is","asked"
"2","anyone","with","information","on","the"
"2","anyone","with","information","on","unk"
"2","anyone","would","be","interested","in"
"2","anything","but","the","best","you"
"3","anything","else","in","the","world"
"2","anything","else","you","want","to"
"2","anything","he","says","while","he's"
"2","anything","i","can","do","to"
"2","anything","i","just","wanna","lay"
"2","anything","if","you","put","your"
"2","anything","it's","just","going","to"
"5","anything","to","do","with","it"
"2","anything","to","do","with","that"
"4","anything","to","do","with","the"
"2","anything","to","do","with","this"
"2","anything","to","do","with","unk"
"2","anything","we","can","do","for"
"2","anything","we","can","do","to"
"2","anything","you'd","like","to","share"
"2","anything","you","put","your","mind"
"2","anything","you","want","it","to"
"3","anything","you","want","to","do"
"2","anyway","think","big","donald","trump"
"2","anywhere","else","in","the","world"
"2","anywhere","in","the","world","and"
"2","apart","from","being","a","bit"
"2","apart","from","the","fact","that"
"2","apart","from","the","rest","of"
"2","apart","on","parchment","lined","baking"
"2","apartment","homes","are","only","miles"
"3","apartment","in","the","block","of"
"2","apartments","for","rent","akron","akron"
"2","api","score","change","measures","whether"
"2","api","score","over","the","past"
"2","apologised","for","the","inconvenience","and"
"2","apostle","of","the","gentiles","for"
"2","apparently","he","was","able","to"
"2","appeal","to","a","broader","range"
"2","appear","to","be","an","issue"
"2","appear","to","be","on","the"
"2","appearance","as","the","general","election"
"2","appearance","at","an","event","she"
"2","appearance","at","the","final","five"
"2","appeared","as","a","guest","on"
"2","appeared","in","only","five","games"
"2","appeared","to","be","a","red"
"2","appeared","to","be","natural","causes"
"2","appears","at","the","end","of"
"12","appears","on","this","website","comes"
"2","appears","to","be","in","a"
"2","apple","and","find","a","unk"
"2","apple","and","peach","brandies","to"
"2","apple","doesn't","fall","far","from"
"2","apple","inc","and","microsoft","corp"
"2","application","for","federal","student","aid"
"2","apply","different","standards","for","counting"
"2","appointed","by","the","county","executive"
"2","appointed","by","the","governor","and"
"2","appointment","of","an","emergency","manager"
"2","appreciate","all","the","hard","work"
"2","appreciate","the","support","so","much"
"2","appreciate","your","comments","and","critiques"
"2","appropriate","to","focus","on","those"
"2","approved","by","a","vote","of"
"2","approved","by","the","city","council"
"3","approved","by","the","food","and"
"2","approved","by","voters","in","and"
"3","approximate","values","per","serving","calories"
"3","april","a","resident","of","the"
"2","april","and","is","being","held"
"4","april","from","a","m","to"
"7","april","in","the","block","of"
"2","april","near","the","intersection","of"
"2","arab","emirates","in","the","rigid"
"2","arabs","can","live","together","it's"
"2","arbor","as","he","pretended","to"
"2","architectural","decorators","of","choice","for"
"2","are","a","big","part","of"
"2","are","a","bit","pricey","but"
"2","are","a","common","occurrence","and"
"2","are","a","couple","of","my"
"2","are","a","dime","a","dozen"
"2","are","a","few","examples","of"
"5","are","a","few","of","my"
"4","are","a","few","of","the"
"2","are","a","few","pics","of"
"3","are","a","few","pictures","of"
"3","are","a","few","things","that"
"3","are","a","few","things","to"
"2","are","a","good","fit","for"
"2","are","a","great","inspiration","for"
"4","are","a","great","way","to"
"2","are","a","host","of","other"
"2","are","a","little","bit","bad"
"2","are","a","little","hesitant","to"
"2","are","a","lot","better","now"
"2","are","a","lot","of","days"
"2","are","a","lot","of","different"
"2","are","a","lot","of","fun"
"2","are","a","lot","of","games"
"2","are","a","lot","of","great"
"2","are","a","lot","of","other"
"10","are","a","lot","of","people"
"4","are","a","lot","of","things"
"2","are","a","number","of","other"
"2","are","a","number","of","people"
"2","are","a","part","of","my"
"2","are","a","part","of","the"
"2","are","a","way","of","life"
"3","are","a","whole","bunch","of"
"2","are","able","to","meet","the"
"2","are","able","to","play","along"
"2","are","about","inches","tall","and"
"2","are","about","to","come","back"
"2","are","against","nfl","rules","the"
"2","are","against","the","wall","because"
"2","are","all","having","a","great"
"2","are","all","in","this","together"
"3","are","all","over","the","place"
"2","are","allergic","to","cigarette","smoke"
"2","are","almost","twice","as","likely"
"2","are","also","a","number","of"
"2","are","also","more","likely","to"
"2","are","also","required","before","licensing"
"2","are","also","responsible","for","the"
"2","are","always","looking","for","a"
"2","are","always","the","ones","who"
"2","are","among","the","most","educated"
"2","are","an","essential","part","of"
"2","are","an","important","part","of"
"2","are","and","will","go","on"
"2","are","as","varied","as","the"
"2","are","at","greater","risk","of"
"2","are","at","home","this","season"
"2","are","at","p","m","saturday"
"2","are","at","the","center","of"
"2","are","at","the","heart","of"
"2","are","at","the","same","time"
"2","are","at","the","top","of"
"2","are","at","their","lowest","level"
"2","are","available","as","well","as"
"2","are","available","on","amazon","and"
"2","are","based","on","the","number"
"2","are","beautiful","no","matter","what"
"2","are","beautiful","not","in","looks"
"2","are","becoming","more","and","more"
"2","are","beginning","to","wonder","if"
"2","are","believed","to","have","been"
"2","are","benefits","paid","or","not"
"2","are","bouncing","off","the","walls"
"2","are","brave","to","say","good"
"2","are","closed","to","the","public"
"2","are","coming","to","a","close"
"2","are","committed","to","bringing","out"
"2","are","content","to","be","simply"
"2","are","currently","looking","for","a"
"2","are","dedicated","to","raising","their"
"3","are","doing","a","good","job"
"2","are","doing","a","great","job"
"2","are","done","by","men","who"
"2","are","easier","to","work","with"
"2","are","entitled","to","the","same"
"2","are","excited","to","announce","the"
"3","are","expanding","our","network","of"
"4","are","expected","to","be","in"
"2","are","expected","to","be","released"
"2","are","expected","to","participate","in"
"2","are","faced","with","a","situation"
"4","are","few","and","far","between"
"2","are","flying","under","the","radar"
"4","are","for","adults","and","for"
"2","are","free","to","do","so"
"4","are","full","of","shit","one"
"2","are","getting","closer","and","closer"
"2","are","getting","me","excited","for"
"2","are","getting","ready","for","the"
"2","are","given","more","than","we"
"7","are","going","to","be","a"
"2","are","going","to","be","at"
"3","are","going","to","be","awesome"
"4","are","going","to","be","in"
"3","are","going","to","be","so"
"3","are","going","to","be","some"
"2","are","going","to","be","spent"
"2","are","going","to","be","the"
"2","are","going","to","continue","to"
"2","are","going","to","do","a"
"3","are","going","to","do","it"
"2","are","going","to","do","their"
"2","are","going","to","get","ugly"
"2","are","going","to","go","see"
"3","are","going","to","go","to"
"3","are","going","to","have","a"
"2","are","going","to","have","some"
"20","are","going","to","have","to"
"3","are","going","to","love","it"
"3","are","going","to","make","a"
"2","are","going","to","see","a"
"2","are","going","to","see","the"
"2","are","going","to","take","a"
"2","are","going","to","win","this"
"3","are","going","well","for","you"
"3","are","grouped","by","zip","code"
"3","are","happy","to","announce","that"
"3","are","hard","to","come","by"
"2","are","having","a","good","weekend"
"4","are","having","a","great","day"
"3","are","having","a","great","time"
"2","are","held","at","p","m"
"2","are","huge","fans","of","the"
"2","are","human","promise","to","follow"
"4","are","in","a","position","to"
"2","are","in","a","state","of"
"2","are","in","daily","use","at"
"2","are","in","desperate","need","of"
"2","are","in","it","for","the"
"3","are","in","no","particular","order"
"2","are","in","the","business","of"
"4","are","in","the","middle","of"
"3","are","in","the","midst","of"
"6","are","in","the","process","of"
"3","are","in","the","right","place"
"2","are","just","a","couple","of"
"7","are","just","a","few","of"
"2","are","just","happy","to","be"
"2","are","just","looking","for","a"
"2","are","just","not","doing","it"
"9","are","just","some","of","the"
"2","are","just","starting","to","get"
"2","are","just","two","of","the"
"2","are","like","the","bean","when"
"2","are","located","every","two","blocks"
"2","are","looking","for","a","good"
"2","are","looking","forward","to","a"
"2","are","looking","forward","to","our"
"2","are","looking","to","add","another"
"2","are","made","by","people","who"
"2","are","many","ways","to","make"
"2","are","meant","to","be","filled"
"2","are","more","concerned","with","the"
"4","are","more","likely","to","be"
"2","are","more","often","than","not"
"2","are","more","or","less","the"
"2","are","much","more","likely","to"
"2","are","my","hearts","desire","and"
"2","are","my","thoughts","on","the"
"2","are","no","bones","or","clumps"
"2","are","no","in","the","unk"
"2","are","no","longer","able","to"
"2","are","no","longer","in","the"
"2","are","no","longer","necessary","to"
"2","are","no","secrets","to","success"
"2","are","no","two","ways","about"
"2","are","not","a","fan","of"
"2","are","not","able","to","offer"
"2","are","not","all","the","same"
"2","are","not","alone","in","our"
"2","are","not","always","what","they"
"2","are","not","capable","of","managing"
"2","are","not","consistent","with","the"
"2","are","not","familiar","with","the"
"3","are","not","going","to","allow"
"7","are","not","going","to","be"
"2","are","not","going","to","get"
"2","are","not","in","relationship","with"
"2","are","not","long","enough","to"
"2","are","not","meant","to","be"
"3","are","not","part","of","the"
"2","are","not","seasonally","adjusted","ohio's"
"2","are","not","the","best","quality"
"2","are","not","the","same","thing"
"2","are","not","to","blame","for"
"2","are","nowhere","near","strong","enough"
"2","are","occasions","when","it","is"
"2","are","offering","a","reward","for"
"2","are","on","the","ground","in"
"4","are","on","the","right","track"
"2","are","on","the","subject","of"
"2","are","on","their","way","to"
"2","are","one","of","a","kind"
"4","are","one","of","my","favorite"
"2","are","one","of","the","best"
"2","are","one","of","the","largest"
"6","are","one","of","the","most"
"2","are","one","step","closer","to"
"2","are","only","going","to","get"
"2","are","only","say","dante","the"
"2","are","only","too","happy","to"
"2","are","only","two","kinds","of"
"2","are","only","two","ways","to"
"3","are","open","to","the","public"
"2","are","otherwise","you","will","miss"
"2","are","out","of","sync","with"
"2","are","out","of","the","way"
"2","are","paid","less","than","men"
"2","are","part","of","an","ongoing"
"2","are","passed","away","behold","all"
"2","are","people","who","did","not"
"2","are","people","who","have","a"
"2","are","plenty","of","other","ways"
"2","are","plenty","of","stories","to"
"2","are","priced","in","dollars","so"
"2","are","quick","to","point","out"
"2","are","really","nothing","more","than"
"4","are","red","violets","are","blue"
"2","are","regularly","sliced","into","multiple"
"3","are","required","for","more","information"
"2","are","reserved","for","those","who"
"2","are","reserved","to","the","states"
"2","are","responsible","for","the","most"
"2","are","returning","to","the","island"
"3","are","right","around","the","corner"
"5","are","rounded","to","the","nearest"
"2","are","ruining","our","good","work"
"2","are","saying","is","that","they"
"3","are","scheduled","to","appear","in"
"3","are","sick","and","tired","of"
"2","are","so","beautiful","and","talented"
"2","are","so","caught","up","in"
"2","are","so","easy","to","make"
"2","are","so","excited","to","have"
"2","are","so","grateful","for","your"
"2","are","so","happy","to","have"
"2","are","so","many","different","things"
"2","are","so","many","different","ways"
"2","are","so","many","things","i"
"2","are","so","many","things","to"
"2","are","so","many","ways","to"
"2","are","so","much","easier","to"
"2","are","so","sweet","thank","you"
"3","are","some","of","my","favorite"
"3","are","some","of","my","favorites"
"7","are","some","of","the","best"
"2","are","some","of","the","highlights"
"2","are","some","of","the","most"
"3","are","some","of","the","things"
"4","are","some","of","your","favorite"
"2","are","some","people","still","opposed"
"2","are","standing","in","the","way"
"2","are","starting","to","see","the"
"2","are","staying","right","where","they"
"2","are","still","adding","floors","to"
"2","are","still","in","the","process"
"2","are","still","trying","to","determine"
"2","are","still","waiting","for","our"
"2","are","such","an","inspiration","to"
"3","are","sung","with","psalms","the"
"3","are","sure","to","get","a"
"2","are","taking","a","look","at"
"2","are","taking","revenge","on","my"
"2","are","the","best","in","my"
"2","are","the","best","team","in"
"2","are","the","details","of","the"
"2","are","the","light","of","the"
"2","are","the","most","important","thing"
"2","are","the","ones","that","are"
"2","are","the","ones","that","made"
"2","are","the","ones","who","have"
"3","are","the","ones","who","will"
"4","are","the","only","ones","that"
"2","are","the","people","who","are"
"2","are","the","rules","for","the"
"3","are","the","same","as","those"
"2","are","they","going","to","have"
"2","are","they","going","to","send"
"2","are","they","www","amazon","com"
"2","are","things","going","with","you"
"2","are","those","who","can","give"
"2","are","three","types","of","people"
"2","are","times","when","i","am"
"2","are","two","main","problems","with"
"2","are","two","of","the","greatest"
"2","are","two","sides","of","the"
"3","are","u","in","so","many"
"2","are","until","being","strong","is"
"2","are","up","in","the","air"
"2","are","we","a","country","that"
"5","are","we","going","to","do"
"2","are","we","going","to","get"
"2","are","we","going","to","talk"
"2","are","we","just","going","to"
"2","are","we","will","be","there"
"2","are","what","we","believe","we"
"5","are","what","we","repeatedly","do"
"2","are","willing","to","risk","everything"
"2","are","with","his","family","friends"
"2","are","working","on","the","new"
"2","are","worth","more","than","trillion"
"2","are","written","in","this","book"
"2","are","you","aware","of","the"
"2","are","you","aware","that","there"
"3","are","you","coming","back","to"
"2","are","you","coming","down","for"
"3","are","you","coming","to","florida"
"4","are","you","coming","to","the"
"2","are","you","coming","to","unk"
"2","are","you","doing","for","st"
"2","are","you","doing","for","the"
"3","are","you","doing","for","your"
"2","are","you","doing","new","year's"
"2","are","you","doing","these","days"
"3","are","you","doing","this","weekend"
"5","are","you","doing","with","your"
"2","are","you","done","with","finals"
"2","are","you","ever","going","to"
"2","are","you","excited","for","the"
"4","are","you","excited","for","your"
"5","are","you","excited","to","come"
"2","are","you","excited","to","see"
"2","are","you","feeling","about","the"
"2","are","you","freakin","kidding","me"
"3","are","you","fucking","kidding","me"
"10","are","you","going","to","be"
"3","are","you","going","to","come"
"19","are","you","going","to","do"
"2","are","you","going","to","eat"
"5","are","you","going","to","get"
"2","are","you","going","to","join"
"2","are","you","going","to","make"
"2","are","you","going","to","see"
"10","are","you","going","to","the"
"3","are","you","going","to","unk"
"2","are","you","gonna","be","at"
"2","are","you","gonna","be","say"
"2","are","you","gonna","do","today"
"2","are","you","gonna","kiss","me"
"4","are","you","guys","going","to"
"2","are","you","headed","to","the"
"2","are","you","heading","to","today"
"2","are","you","high","right","now"
"3","are","you","kidding","me","i"
"2","are","you","listening","to","the"
"4","are","you","looking","for","a"
"6","are","you","looking","forward","to"
"2","are","you","looking","to","buy"
"2","are","you","most","excited","to"
"3","are","you","most","looking","forward"
"2","are","you","not","going","to"
"2","are","you","now","when","i"
"4","are","you","please","follow","me"
"9","are","you","ready","for","some"
"7","are","you","ready","for","the"
"2","are","you","ready","to","get"
"2","are","you","still","in","the"
"2","are","you","still","interested","in"
"2","are","you","sure","you","want"
"2","are","you","taking","care","of"
"2","are","you","talking","about","a"
"4","are","you","talking","about","i"
"2","are","you","thinking","of","going"
"2","are","you","trying","to","make"
"3","are","you","up","so","early"
"3","are","you","up","to","now"
"4","are","you","up","to","today"
"3","are","you","when","i","need"
"2","are","you","working","on","a"
"2","are","your","favorite","places","to"
"3","are","your","plans","for","the"
"2","are","your","plans","for","this"
"4","are","your","thoughts","on","the"
"2","area","is","the","bustling","center"
"2","area","of","what","appeared","to"
"2","aren't","familiar","with","refinance","loans"
"2","aren't","going","to","be","able"
"2","aren","t","many","teams","that"
"2","arguably","one","of","the","most"
"2","argument","for","the","existence","of"
"2","argument","in","favor","of","the"
"2","argument","to","be","made","that"
"2","arizona's","immigration","law","senate","bill"
"2","arizona's","tough","new","immigration","law"
"2","arizona","department","of","public","safety"
"2","arizona","sheriff","joe","arpaio","and"
"2","armed","with","that","analysis","by"
"2","arms","in","the","air","and"
"2","arms","of","someone","you","know"
"2","army","corps","of","engineers","in"
"2","around","came","back","at","the"
"2","around","for","a","long","time"
"2","around","for","a","while","but"
"2","around","for","more","than","years"
"2","around","for","the","rest","of"
"2","around","in","the","sea","i've"
"2","around","my","dad","s","ironworker"
"2","around","the","bottom","of","the"
"2","around","the","corner","from","the"
"2","around","the","corner","from","us"
"2","around","the","corner","of","the"
"2","around","the","corner","so","i"
"2","around","the","corner","what","are"
"2","around","the","edges","of","the"
"2","around","the","house","but","i"
"2","around","the","middle","of","the"
"2","around","the","remains","of","the"
"3","around","the","same","time","as"
"2","around","the","time","of","the"
"2","around","the","top","of","the"
"2","around","the","world","with","jigger"
"2","around","this","time","that","i"
"2","around","to","the","front","of"
"2","around","with","a","lot","of"
"2","arpaio","and","his","office","over"
"2","arrange","for","your","prize","to"
"2","arrest","warrant","was","issued","for"
"2","arrested","and","charged","in","the"
"2","arrested","at","home","on","a"
"5","arrested","in","the","block","of"
"4","arrested","on","a","bench","warrant"
"2","arrested","saturday","and","charged","with"
"2","arrested","thursday","and","charged","with"
"2","arrested","tuesday","on","suspicion","of"
"2","arrested","wednesday","and","charged","with"
"2","arrogant","enigmatic","and","driven","by"
"2","art","and","wine","festival","and"
"2","article","vi","of","the","constitution"
"2","article","went","on","to","say"
"2","artificial","insemination","is","when","the"
"2","artist","precise","dj","pack","for"
"2","arts","centre","st","peters","centre"
"2","arts","in","the","park","festival"
"2","as","a","bit","of","a"
"2","as","a","bloc","at","the"
"2","as","a","cautionary","tale","about"
"2","as","a","chance","to","get"
"2","as","a","child","growing","up"
"2","as","a","child","he","was"
"2","as","a","consequence","of","this"
"2","as","a","crusader","on","behalf"
"2","as","a","cuyahoga","county","commissioner"
"2","as","a","direct","result","of"
"2","as","a","family","and","not"
"2","as","a","finalist","for","the"
"3","as","a","founding","member","of"
"3","as","a","free","agent","in"
"2","as","a","free","agent","last"
"2","as","a","gateway","between","asterisk"
"2","as","a","gift","for","my"
"2","as","a","guest","designer","for"
"2","as","a","helpful","tool","for"
"3","as","a","high","school","senior"
"2","as","a","junior","and","senior"
"2","as","a","junior","in","and"
"3","as","a","kid","growing","up"
"2","as","a","launching","pad","for"
"2","as","a","little","girl","i"
"2","as","a","matter","of","due"
"12","as","a","matter","of","fact"
"2","as","a","matter","of","law"
"2","as","a","means","of","true"
"10","as","a","member","of","the"
"2","as","a","part","of","our"
"3","as","a","part","of","the"
"2","as","a","player","and","a"
"2","as","a","pleasant","surprise","when"
"2","as","a","police","officer","and"
"2","as","a","representative","of","the"
"2","as","a","response","to","the"
"2","as","a","restricted","free","agent"
"2","as","a","result","i","am"
"2","as","a","result","in","the"
